Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J31956_R_ST_T0_B0_0120_ZOZOW1T-57O_3.tar,microb_transcriptomics_raw_seq_set,FASTQ,619.26 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J27246_R_ST_T0_B0_0120_ZOZOW1T-62_AJHDT.raw.fastq.tar,microb_transcriptomics_raw_seq_set,FASTQ,611.82 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J27244_R_ST_T0_B0_0120_ZOZOW1T-59_AGHU5.raw.fastq.tar,microb_transcriptomics_raw_seq_set,FASTQ,608.11 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J31950_R_ST_T0_B0_0120_ZOZOW1T-57N_1.5.tar,microb_transcriptomics_raw_seq_set,FASTQ,565.76 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J31952_R_ST_T0_B0_0120_ZOZOW1T-57N_3.tar,microb_transcriptomics_raw_seq_set,FASTQ,551.75 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J27245_R_ST_T0_B0_0120_ZOZOW1T-61_AGHU5.raw.fastq.tar,microb_transcriptomics_raw_seq_set,FASTQ,539.88 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J27247_R_ST_T0_B0_0120_ZOZOW1T-63_AJHDT.raw.fastq.tar,microb_transcriptomics_raw_seq_set,FASTQ,500.11 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J27248_R_ST_T0_B0_0120_ZOZOW1T-64_AJHDT.raw.fastq.tar,microb_transcriptomics_raw_seq_set,FASTQ,498.74 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J27249_R_ST_T0_B0_0120_ZOZOW1T-65_AGHU5.raw.fastq.tar,microb_transcriptomics_raw_seq_set,FASTQ,490.10 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J31953_R_ST_T0_B0_0120_ZOZOW1T-57N_3exf.tar,microb_transcriptomics_raw_seq_set,FASTQ,470.53 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J31955_R_ST_T0_B0_0120_ZOZOW1T-57O_2.tar,microb_transcriptomics_raw_seq_set,FASTQ,448.95 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J27244_R_ST_T0_B0_0120_ZOZOW1T-59_AJHDT.raw.fastq.tar,microb_transcriptomics_raw_seq_set,FASTQ,440.56 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J31951_R_ST_T0_B0_0120_ZOZOW1T-57N_2.tar,microb_transcriptomics_raw_seq_set,FASTQ,366.34 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J31957_R_ST_T0_B0_0120_ZOZOW1T-57O_3exf.tar,microb_transcriptomics_raw_seq_set,FASTQ,365.73 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J27245_R_ST_T0_B0_0120_ZOZOW1T-61_AJHDT.raw.fastq.tar,microb_transcriptomics_raw_seq_set,FASTQ,313.68 MB
Open,https://downloads.hmpdacc.org/ihmp/t2d/transcriptome/microbiome/raw/HMP2_J27249_R_ST_T0_B0_0120_ZOZOW1T-65_AJHDT.raw.fastq.tar,microb_transcriptomics_raw_seq_set,FASTQ,244.46 MB
